hash	dist	omega	phi1	phi2	psi1	psi2	ids	idcount	id_unique
7705171460609	7	2	0	2	2	1	2:1,0:2,3:1	4	3
4398080065794	4	0	2	0	1	2	2:2,3:1	3	2
9904228205570	9	2	2	1	4	2	2:1	1	1
5501853237763	5	1	0	2	2	3	2:2,1:4,3:2,0:2	10	4
9904194585346	9	2	0	0	3	2	2:3,1:1,3:1	5	3
6597069766917	6	0	0	0	1	5	1:1	1	1
7696615080194	7	0	2	2	1	2	2:1	1	1
5506181759235	5	2	2	2	1	3	2:4,3:4,0:2,1:2	12	4
10995149897731	10	0	2	1	0	3	2:1	1	1
6597069898500	6	0	0	2	3	4	3:1,0:1	2	2
3298551726849	3	0	1	1	3	1	1:14,3:11,0:6,2:18	49	4
8796109931778	8	0	1	2	5	2	1:1	1	1
7696615015426	7	0	2	1	4	2	1:1	1	1
4402341478913	4	1	0	0	2	1	3:2,1:2	4	2
4406636446465	4	2	0	0	3	1	2:1	1	1
5506148074497	5	2	0	0	4	1	1:2,3:1	3	2
5506148074499	5	2	0	0	4	3	1:1,2:2,0:2,3:2	7	4
6597069766658	6	0	0	0	0	2	1:1,3:1	2	2
8804682956802	8	2	0	0	0	2	2:1,0:1	2	2
4402375033602	4	1	2	0	3	2	1:1	1	1
9904211427586	9	2	1	1	1	2	1:1	1	1
9895638204673	9	0	2	0	1	1	0:5,2:3,1:7,3:2	17	4
8804716642560	8	2	2	2	1	0	0:1	1	1
6605659832835	6	2	0	2	2	3	3:2,1:1,0:1,2:3	7	4
5506181693953	5	2	2	1	2	1	2:2,3:1	3	2
5501853172482	5	1	0	1	3	2	2:1	1	1
6597103453444	6	0	2	2	5	4	2:1	1	1
3307124950020	3	2	0	2	4	4	2:1,3:1,0:1	3	3
9899899618049	9	1	0	0	3	1	2:3,0:2	5	2
7705188237572	7	2	1	2	1	4	2:1	1	1
7700893139714	7	1	1	0	3	2	1:2,0:1	3	2
7700876493826	7	1	0	2	4	2	0:2,1:1	3	2
5497574916355	5	0	1	0	1	3	0:2	2	1
9895604715780	9	0	0	1	1	4	3:1,1:1	2	2
9895621427712	9	0	1	0	2	0	2:1	1	1
6597086609666	6	0	1	1	1	2	1:1,2:2,3:1	4	3
5497558139137	5	0	0	0	1	1	2:2	2	1
4398046512130	4	0	0	0	4	2	1:2,2:2,0:1	5	3
8804682958081	8	2	0	0	5	1	2:1	1	1
2207646745090	2	2	2	0	2	2	3:1,0:2,1:1,2:2	6	4
6605676610305	6	2	1	2	3	1	3:1,0:2	3	2
10999411245314	10	1	0	0	1	2	3:1,1:1,2:1	3	3
7705171329026	7	2	0	0	0	2	0:1,3:2	3	2
4406670066178	4	2	2	1	2	2	3:1	1	1
4406636577284	4	2	0	2	2	4	2:1,1:1,3:1	3	3
3298534883585	3	0	0	0	1	1	0:2	2	1
5497558270977	5	0	0	2	4	1	2:1	1	1
5497574981635	5	0	1	1	0	3	2:1	1	1
6601398288644	6	1	2	0	1	4	3:2	2	1
6605693321476	6	2	2	1	1	4	2:1,1:1	2	2
5497574916354	5	0	1	0	1	2	2:1,0:1,3:4,1:1	7	4
9899899749380	9	1	0	2	4	4	2:1	1	1
8796126708738	8	0	2	2	4	2	3:2,2:2	4	2
6597069767173	6	0	0	0	2	5	2:1,0:1,3:2	4	3
8796093154049	8	0	0	2	3	1	1:2,3:1,0:1,2:2	6	4
5497558139393	5	0	0	0	2	1	2:3,0:1,1:1,3:1	6	4
3302863471362	3	1	2	1	3	2	2:8,1:8,0:10,3:1	27	4
6597103321856	6	0	2	0	3	0	1:1,3:1,0:1	3	3
5506181694209	5	2	2	1	3	1	0:3,1:1,2:3,3:2	9	4
7705188106243	7	2	1	0	0	3	1:1	1	1
8796109800197	8	0	1	0	3	5	1:1	1	1
3298568503554	3	0	2	1	1	2	0:1,1:3,2:3	7	3
9895604650242	9	0	0	0	1	2	0:6,2:13,3:3,1:7	29	4
7705188172291	7	2	1	1	2	3	1:1	1	1
9895638335745	9	0	2	2	1	1	0:2,2:2,3:2	6	3
9895621428229	9	0	1	0	4	5	0:1	1	1
8800388121349	8	1	0	2	3	5	2:1	1	1
9904194716673	9	2	0	2	4	1	0:1,2:1	2	2
7700876362242	7	1	0	0	2	2	2:2,3:4	6	2
7696598303493	7	0	1	2	3	5	2:1	1	1
8804699866369	8	2	1	2	5	1	2:1	1	1
6605693255941	6	2	2	0	1	5	1:1	1	1
6597103453189	6	0	2	2	4	5	2:1	1	1
10999411310849	10	1	0	1	1	1	3:1	1	1
6597086610434	6	0	1	1	4	2	3:1	1	1
5497591759105	5	0	2	1	1	1	2:1	1	1
8796126642693	8	0	2	1	2	5	1:1	1	1
9904228139267	9	2	2	0	1	3	0:2,2:3	5	2
7705171329541	7	2	0	0	2	5	3:1,2:1	2	2
3307141726979	3	2	1	2	3	3	2:1	1	1
10995149832964	10	0	2	0	3	4	2:1	1	1
10995133186816	10	0	1	2	3	0	2:1	1	1
11003706344196	10	2	0	2	3	4	2:1	1	1
4402341479682	4	1	0	0	5	2	3:1	1	1
8804683023361	8	2	0	1	4	1	0:1	1	1
5501853172993	5	1	0	1	5	1	1:1	1	1
9904228271362	9	2	2	2	5	2	1:1	1	1
7696581526021	7	0	0	2	2	5	2:1	1	1
4402375033860	4	1	2	0	4	4	1:1,0:1	2	2
8804683023364	8	2	0	1	4	4	1:2	2	1
6605676479491	6	2	1	0	4	3	0:1,1:1,3:1	3	3
5497575047426	5	0	1	2	1	2	0:1,2:1	2	2
3298535015171	3	0	0	2	3	3	0:1,1:2,3:1	4	3
3307141727232	3	2	1	2	4	0	2:1	1	1
8804683088385	8	2	0	2	2	1	3:2,2:4,1:3,0:2	11	4
9895638270722	9	0	2	1	3	2	2:1,1:2,0:3	6	3
8796109800451	8	0	1	0	4	3	3:1,1:1,2:1	3	3
9899899749124	9	1	0	2	3	4	2:1	1	1
11003739767041	10	2	2	0	1	1	2:1	1	1
3298568569090	3	0	2	2	1	2	0:2,2:4,3:4,1:2	12	4
10995133121025	10	0	1	1	2	1	1:2	2	1
5506148205315	5	2	0	2	3	3	3:1,0:1,2:1	3	3
11003739767811	10	2	2	0	4	3	2:1	1	1
6597086609925	6	0	1	1	2	5	2:1	1	1
9904194584580	9	2	0	0	0	4	3:1	1	1
5506164851202	5	2	1	0	2	2	3:1,1:1,2:1	3	3
3298551661568	3	0	1	0	4	0	1:1	1	1
6601398288389	6	1	2	0	0	5	0:1	1	1
7696615080195	7	0	2	2	1	3	1:2,2:3,3:2,0:1	8	4
6605659833346	6	2	0	2	4	2	2:1,0:2	3	2
8804699799555	8	2	1	1	0	3	3:1	1	1
11003706212357	10	2	0	0	0	5	2:1	1	1
9895621427713	9	0	1	0	2	1	0:2,1:1,3:1,2:3	7	4
8796093022466	8	0	0	0	1	2	1:9,3:12,0:7,2:8	36	4
9904194651138	9	2	0	1	4	2	1:1,2:1	2	2
9895604716035	9	0	0	1	2	3	1:1,2:5,3:1	7	3
6597103452676	6	0	2	2	2	4	2:2,3:3	5	2
3298568569091	3	0	2	2	1	3	1:1,0:3	4	2
5497558270978	5	0	0	2	4	2	1:1,3:1,0:1	3	3
8804716512001	8	2	2	0	3	1	2:3,3:1,0:2	6	3
3302829982210	3	1	0	2	2	2	0:1,1:2,3:2	5	3
9895604781569	9	0	0	2	2	1	3:3,2:4,1:2,0:1	10	4
10995116343811	10	0	0	1	2	3	1:1,3:1,2:3	5	3
9895604716033	9	0	0	1	2	1	2:3,3:1	4	2
8796093087748	8	0	0	1	0	4	1:1	1	1
3298568569604	3	0	2	2	3	4	0:1	1	1
8796126707969	8	0	2	2	1	1	3:2,2:4	6	2
4398046577153	4	0	0	1	2	1	2:1	1	1
9895638336770	9	0	2	2	5	2	0:1	1	1
6597069898242	6	0	0	2	2	2	2:2,1:2	4	2
9904211362563	9	2	1	0	3	3	2:1	1	1
6597069832450	6	0	0	1	1	2	1:1,2:1	2	2
7705171394818	7	2	0	1	1	2	3:1,2:1	2	2
9895638205187	9	0	2	0	3	3	1:1,2:2	3	2
6597069898753	6	0	0	2	4	1	3:1,1:2	3	2
11003739898116	10	2	2	2	1	4	2:1	1	1
6601398288642	6	1	2	0	1	2	1:3,3:1,0:1	5	3
8804682957061	8	2	0	0	1	5	2:1	1	1
10995149832706	10	0	2	0	2	2	2:1,0:1,1:2,3:3	7	4
7700876427777	7	1	0	1	2	1	1:1,0:1,2:1	3	3
10995116279041	10	0	0	0	5	1	3:1	1	1
4406653223682	4	2	1	0	3	2	1:1	1	1
9895638205443	9	0	2	0	4	3	3:1,2:2	3	2
7700909916930	7	1	2	0	3	2	1:1,3:1	2	2
4398063354371	4	0	1	1	2	3	2:1	1	1
6605676609794	6	2	1	2	1	2	3:2,0:1	3	2
8804683087875	8	2	0	2	0	3	2:1	1	1
6597086676228	6	0	1	2	5	4	1:1	1	1
6605659767297	6	2	0	1	2	1	2:1,0:1	2	2
11003722990080	10	2	1	0	2	0	3:1	1	1
6605676544258	6	2	1	1	1	2	1:1,2:1	2	2
7700909917185	7	1	2	0	4	1	0:2	2	1
10999444800001	10	1	2	0	2	1	2:1	1	1
7696598171652	7	0	1	0	0	4	2:1	1	1
5501853106434	5	1	0	0	1	2	0:2,2:4,3:1	7	3
7705188106756	7	2	1	0	2	4	3:1,1:1	2	2
7696581394434	7	0	0	0	0	2	0:1,1:1,3:3,2:1	6	4
8796093022210	8	0	0	0	0	2	1:1,0:1,2:3	5	3
7705204884482	7	2	2	0	4	2	2:1,1:1	2	2
6597069832965	6	0	0	1	3	5	2:1	1	1
10999411376897	10	1	0	2	3	1	0:1,1:1	2	2
6597103387653	6	0	2	1	4	5	1:1	1	1
9904228205058	9	2	2	1	2	2	2:1	1	1
5501886661380	5	1	2	0	3	4	3:2	2	1
4398046577665	4	0	0	1	4	1	3:1	1	1
9899899683077	9	1	0	1	1	5	1:1	1	1
5506148205059	5	2	0	2	2	3	0:3,1:1,2:2	6	3
9895621493505	9	0	1	1	3	1	0:1,1:1,2:1	3	3
5497591693827	5	0	2	0	2	3	0:1,3:1,1:2,2:2	6	4
8800421675267	8	1	2	2	1	3	0:1,3:1	2	2
6605693321729	6	2	2	1	2	1	3:2,0:1	3	2
7705171460864	7	2	0	2	3	0	2:1	1	1
9895604650240	9	0	0	0	1	0	3:2,0:1,2:1	4	3
9895604716288	9	0	0	1	3	0	2:1,0:1	2	2
9895638336514	9	0	2	2	4	2	1:1,3:3	4	2
9895604649988	9	0	0	0	0	4	1:1,0:1	2	2
7696614949891	7	0	2	0	4	3	2:2,1:1,0:2,3:1	6	4
8796093023489	8	0	0	0	5	1	1:1,2:1	2	2
9895604651011	9	0	0	0	4	3	2:3,3:1	4	2
7696598172416	7	0	1	0	3	0	3:1	1	1
7700909982724	7	1	2	1	4	4	3:1	1	1
11003706278145	10	2	0	1	1	1	3:1	1	1
6597103387140	6	0	2	1	2	4	2:1,0:1,1:1	3	3
11003706278915	10	2	0	1	4	3	2:1	1	1
4406636446724	4	2	0	0	4	4	0:2	2	1
6597069832963	6	0	0	1	3	3	3:2	2	1
8800387989761	8	1	0	0	1	1	1:2,2:2,0:2	6	3
8796109931269	8	0	1	2	3	5	3:1	1	1
5497591693572	5	0	2	0	1	4	2:1	1	1
6597069897731	6	0	0	2	0	3	3:1,1:1,0:1	3	3
4406653223428	4	2	1	0	2	4	2:1	1	1
5506181628164	5	2	2	0	1	4	2:1,1:1,3:1	3	3
10995149964034	10	0	2	2	3	2	2:2,1:1	3	2
6601364865796	6	1	0	2	3	4	2:2	2	1
8804716511490	8	2	2	0	1	2	0:2,2:4,3:2,1:3	11	4
4402375164676	4	1	2	2	3	4	2:1	1	1
7696581395201	7	0	0	0	3	1	1:8,0:7,3:5,2:9	29	4
2199023256067	2	0	0	0	2	3	2:2,0:1	3	2
7696598238466	7	0	1	1	5	2	1:1	1	1
7705171395331	7	2	0	1	3	3	2:1,3:1,0:1	3	3
6597103321090	6	0	2	0	0	2	1:1,2:1	2	2
9904228204545	9	2	2	1	0	1	3:1	1	1
2199056810754	2	0	2	0	3	2	3:1,0:2,1:3,2:3	9	4
10995149964033	10	0	2	2	3	1	2:1,1:1,3:2	4	3
7705188106497	7	2	1	0	1	1	2:1	1	1
8804682957824	8	2	0	0	4	0	3:1	1	1
8796109799425	8	0	1	0	0	1	1:1,2:1	2	2
9895638336260	9	0	2	2	3	4	2:1	1	1
8800404898305	8	1	1	2	2	1	1:1,2:2	3	2
5497574916100	5	0	1	0	0	4	0:1	1	1
9904211362819	9	2	1	0	4	3	1:1,2:1	2	2
6601364734208	6	1	0	0	1	0	2:1	1	1
4398080066821	4	0	2	0	5	5	0:1	1	1
7700910048257	7	1	2	2	4	1	1:1,0:1	2	2
8796109996289	8	0	1	3	1	1	0:1	1	1
5497591693825	5	0	2	0	2	1	0:22,2:32,1:30,3:15	99	4
5506181628931	5	2	2	0	4	3	2:2,0:2,1:3	7	3
9899899618306	9	1	0	0	4	2	2:2	2	1
6605693321475	6	2	2	1	1	3	0:2,3:1	3	2
8804699734786	8	2	1	0	3	2	2:2,3:1	3	2
5501869884161	5	1	1	0	3	1	1:1	1	1
5497558140161	5	0	0	0	5	1	1:1,2:2	3	2
4402341609988	4	1	0	2	2	4	1:1	1	1
7696581460225	7	0	0	1	1	1	1:1,0:1,2:2	4	3
7705171330048	7	2	0	0	4	0	3:1,0:1	2	2
7705171329538	7	2	0	0	2	2	1:2,2:2,3:2	6	3
5497558204675	5	0	0	1	1	3	3:1	1	1
6597086675714	6	0	1	2	3	2	2:1	1	1
5501869884418	5	1	1	0	4	2	1:1,2:1	2	2
8804699800322	8	2	1	1	3	2	1:1	1	1
8796109800195	8	0	1	0	3	3	2:1,1:1	2	2
7700893270275	7	1	1	2	1	3	2:4,3:1,1:2	7	3
3302863471107	3	1	2	1	2	3	3:1,0:1	2	2
6605676478723	6	2	1	0	1	3	1:2,3:3,0:1	6	3
6605693256705	6	2	2	0	4	1	3:1	1	1
10995116408834	10	0	0	2	0	2	3:1	1	1
3298534949635	3	0	0	1	3	3	1:1,2:1	2	2
7700876428035	7	1	0	1	3	3	1:1,2:1	2	2
7696598302720	7	0	1	2	0	0	2:1	1	1
3298551726339	3	0	1	1	1	3	3:11,0:6,1:14,2:18	49	4
3298568504066	3	0	2	1	3	2	3:1,0:1,1:1	3	3
9899899683331	9	1	0	1	2	3	0:1,3:1,1:1	3	3
7696581460224	7	0	0	1	1	0	1:1	1	1
5497575047937	5	0	1	2	3	1	1:2,3:2,2:1,0:4	9	4
5506164851460	5	2	1	0	3	4	2:1	1	1
9899933172739	9	1	2	0	4	3	2:1	1	1
11003739898626	10	2	2	2	3	2	0:1	1	1
7705204949763	7	2	2	1	3	3	3:1,2:1,1:1	3	3
7700893139713	7	1	1	0	3	1	3:1	1	1
3298535014660	3	0	0	2	1	4	0:1	1	1
7696581525508	7	0	0	2	0	4	2:1,0:1	2	2
8796126642435	8	0	2	1	1	3	0:2,2:2,1:3	7	3
3298568504067	3	0	2	1	3	3	0:1	1	1
9895621428226	9	0	1	0	4	2	1:1	1	1
3302863405313	3	1	2	0	1	1	3:1	1	1
10995116409859	10	0	0	2	4	3	2:1	1	1
7696598172162	7	0	1	0	2	2	1:1,2:1,3:3	5	3
8796093022723	8	0	0	0	2	3	1:5,2:13,3:7,0:6	31	4
6605676478722	6	2	1	0	1	2	0:1,2:1	2	2
7696581460995	7	0	0	1	4	3	0:1,2:3	4	2
9899899617794	9	1	0	0	2	2	2:2	2	1
3302846628354	3	1	1	0	2	2	1:1	1	1
11003723121411	10	2	1	2	3	3	3:1	1	1
6605676610561	6	2	1	2	4	1	1:1,2:1	2	2
10999444931587	10	1	2	2	4	3	1:1	1	1
9895604650500	9	0	0	0	2	4	1:2,0:3,3:3,2:6	14	4
7705171460608	7	2	0	2	2	0	1:1	1	1
6597103452420	6	0	2	2	1	4	3:1,2:2	3	2
4398046577155	4	0	0	1	2	3	0:1,2:3	4	2
3298534884100	3	0	0	0	3	4	1:2,2:2,0:1	5	3
3298535014659	3	0	0	2	1	3	0:2	2	1
7705171329792	7	2	0	0	3	0	2:1	1	1
10995133186818	10	0	1	2	3	2	0:1	1	1
6605659701508	6	2	0	0	1	4	0:2,3:2,1:3,2:3	10	4
10995149897985	10	0	2	1	1	1	2:1	1	1
7700909916929	7	1	2	0	3	1	2:2,3:1,1:1	4	3
10995116343552	10	0	0	1	1	0	1:1	1	1
6601398419715	6	1	2	2	1	3	1:5,0:1,2:1,3:2	9	4
4406653354500	4	2	1	2	2	4	1:1	1	1
3302846693635	3	1	1	1	1	3	0:1	1	1
7700876493569	7	1	0	2	3	1	1:1	1	1
7696614948868	7	0	2	0	0	4	2:1	1	1
8796093153794	8	0	0	2	2	2	0:1,1:3,3:5,2:6	15	4
3298568438532	3	0	2	0	3	4	2:1	1	1
7696598172675	7	0	1	0	4	3	1:1,2:3,3:2	6	3
5497591760129	5	0	2	1	5	1	3:1	1	1
6605693387522	6	2	2	2	3	2	0:1,2:2,3:1,1:1	5	4
8804699734274	8	2	1	0	1	2	1:2,2:3,0:2	7	3
8796093022464	8	0	0	0	1	0	3:1,1:2	3	2
7696614948867	7	0	2	0	0	3	1:1,2:1	2	2
6597069898497	6	0	0	2	3	1	2:3,0:5,3:2,1:4	14	4
3298551661057	3	0	1	0	2	1	3:1,1:3,0:1,2:2	7	4
7696614949377	7	0	2	0	2	1	1:1,2:2,3:3	6	3
6605693255938	6	2	2	0	1	2	1:1,3:1,2:2	4	3
6597103387139	6	0	2	1	2	3	2:1	1	1
8804716512258	8	2	2	0	4	2	3:1,2:1	2	2
5506148205057	5	2	0	2	2	1	3:2	2	1
10995133186305	10	0	1	2	1	1	2:1	1	1
2199023387139	2	0	0	2	2	3	0:2,1:3,2:3,3:1	9	4
10995149898498	10	0	2	1	3	2	2:1,3:1	2	2
9895638336004	9	0	2	2	2	4	3:3,1:1	4	2
6597086609921	6	0	1	1	2	1	2:2,1:1,3:1	4	3
7705204883715	7	2	2	0	1	3	2:3,1:3,3:2,0:2	10	4
3302829916930	3	1	0	1	3	2	2:2	2	1
5501886661122	5	1	2	0	2	2	2:1,1:1,3:1	3	3
10999411311108	10	1	0	1	2	4	1:1	1	1
3307158373379	3	2	2	0	4	3	2:1	1	1
8800421610497	8	1	2	1	4	1	0:1	1	1
7700909916164	7	1	2	0	0	4	1:1,2:1	2	2
8796093022976	8	0	0	0	3	0	1:1,2:1,3:1,0:2	5	4
9904228204802	9	2	2	1	1	2	2:1,3:1	2	2
6597069832962	6	0	0	1	3	2	2:4,3:2,0:1	7	3
7700876427779	7	1	0	1	2	3	0:1,1:2	3	2
7700876493315	7	1	0	2	2	3	1:1,3:1	2	2
6601364865794	6	1	0	2	3	2	2:1	1	1
5501853106433	5	1	0	0	1	1	2:2	2	1
7705171460613	7	2	0	2	2	5	3:1	1	1
8800388055300	8	1	0	1	1	4	0:1,2:1	2	2
5497574982145	5	0	1	1	2	1	3:1	1	1
5506181628163	5	2	2	0	1	3	2:1,1:1,0:1	3	3
5501870015233	5	1	1	2	3	1	3:1,1:2,2:1	4	3
5501886660869	5	1	2	0	1	5	3:1	1	1
8796093154564	8	0	0	2	5	4	2:1	1	1
11003706278403	10	2	0	1	2	3	2:2	2	1
7696615015427	7	0	2	1	4	3	1:2	2	1
9904211493636	9	2	1	2	3	4	1:1,2:1	2	2
8796093154052	8	0	0	2	3	4	2:1,0:1,1:3	5	3
3298568570116	3	0	2	2	5	4	0:1	1	1
5506148139778	5	2	0	1	3	2	1:1,0:1,3:1,2:1	4	4
8800421609731	8	1	2	1	1	3	1:1	1	1
3307124818945	3	2	0	0	4	1	0:1	1	1
9895604782081	9	0	0	2	4	1	1:4	4	1
6601364733954	6	1	0	0	0	2	1:1	1	1
7705171460355	7	2	0	2	1	3	3:2	2	1
4406636446721	4	2	0	0	4	1	3:2,1:1	3	2
9895621492993	9	0	1	1	1	1	3:2	2	1
5506181759492	5	2	2	2	2	4	0:2,1:3,2:1,3:1	7	4
3302829981698	3	1	0	2	0	2	2:1	1	1
3302863536643	3	1	2	2	2	3	3:4,0:4,2:5,1:9	22	4
4398063289348	4	0	1	0	4	4	0:1,2:1	2	2
6601381511683	6	1	1	0	2	3	3:1,0:2,2:1,1:1	5	4
4398080196866	4	0	2	2	1	2	3:1	1	1
6601381511684	6	1	1	0	2	4	1:1,0:1	2	2
6597086676225	6	0	1	2	5	1	3:1	1	1
8796109800450	8	0	1	0	4	2	1:2,2:1	3	2
3307158372611	3	2	2	0	1	3	2:1	1	1
7696598237697	7	0	1	1	2	1	3:2	2	1
5497574916356	5	0	1	0	1	4	1:1,2:2	3	2
3298534883331	3	0	0	0	0	3	3:2,0:1	3	2
9895638336005	9	0	2	2	2	5	0:1	1	1
9895621427457	9	0	1	0	1	1	3:2,1:2	4	2
9904194584835	9	2	0	0	1	3	1:1,2:3,3:1,0:1	6	4
3307158372866	3	2	2	0	2	2	2:3,0:1,1:1,3:1	6	4
9895604782338	9	0	0	2	5	2	2:1	1	1
5497558270212	5	0	0	2	1	4	3:1,2:1,1:1,0:2	5	4
7700910047746	7	1	2	2	2	2	0:2,1:2,2:2	6	3
4406670131458	4	2	2	2	1	2	2:1	1	1
9895604650496	9	0	0	0	2	0	3:1,0:2,1:2,2:1	6	4
9899899683073	9	1	0	1	1	1	1:1	1	1
6597069767426	6	0	0	0	3	2	2:5,1:8,0:10,3:8	31	4
6605676610049	6	2	1	2	2	1	1:1	1	1
3307124818692	3	2	0	0	3	4	2:2,0:1,1:1	4	3
6601398289155	6	1	2	0	3	3	2:1,1:1	2	2
5497591693316	5	0	2	0	0	4	2:1	1	1
4398046576641	4	0	0	1	0	1	2:1	1	1
6601364866304	6	1	0	2	5	0	0:1	1	1
6597086674946	6	0	1	2	0	2	2:1	1	1
6597103452421	6	0	2	2	1	5	2:1	1	1
3302863471361	3	1	2	1	3	1	0:1	1	1
7696614950146	7	0	2	0	5	2	2:1	1	1
4406636445955	4	2	0	0	1	3	2:1	1	1
6601398288900	6	1	2	0	2	4	1:1	1	1
11003706343940	10	2	0	2	2	4	2:1	1	1
3302863405568	3	1	2	0	2	0	2:1	1	1
8796126642691	8	0	2	1	2	3	3:3,2:3	6	2
6605659702531	6	2	0	0	5	3	1:1	1	1
2207613190659	2	2	0	0	2	3	2:1	1	1
10999411377152	10	1	0	2	4	0	2:1	1	1
6605676544257	6	2	1	1	1	1	2:2,0:2	4	2
5497575047172	5	0	1	2	0	4	2:1	1	1
8804716578050	8	2	2	1	5	2	2:1	1	1
9904228139266	9	2	2	0	1	2	0:1,3:3,1:1,2:4	9	4
3298551661572	3	0	1	0	4	4	1:2,3:1	3	2
5497591759618	5	0	2	1	3	2	3:1,1:1	2	2
6601364734725	6	1	0	0	3	5	1:1	1	1
7705204883713	7	2	2	0	1	1	3:2,2:2,0:1	5	3
6597069766913	6	0	0	0	1	1	2:2	2	1
4406670000900	4	2	2	0	3	4	1:1,0:2	3	2
4398046512386	4	0	0	0	5	2	2:2	2	1
11003706277890	10	2	0	1	0	2	3:1	1	1
5497591693569	5	0	2	0	1	1	0:1,1:1	2	2
9899899618307	9	1	0	0	4	3	3:2	2	1
10999444799489	10	1	2	0	0	1	3:1	1	1
7696614949633	7	0	2	0	3	1	3:4,0:1,2:2	7	3
5501853107201	5	1	0	0	4	1	2:2,3:1	3	2
6597103387396	6	0	2	1	3	4	0:1	1	1
11003706213121	10	2	0	0	3	1	3:1	1	1
8796126642434	8	0	2	1	1	2	2:1,0:1,3:1	3	3
5506148073732	5	2	0	0	1	4	3:1,1:2	3	2
7705171395588	7	2	0	1	4	4	2:1	1	1
10995149832195	10	0	2	0	0	3	2:1	1	1
8804682956804	8	2	0	0	0	4	3:1	1	1
9904228270336	9	2	2	2	1	0	2:1,0:1	2	2
9904194716164	9	2	0	2	2	4	3:1	1	1
7696598303235	7	0	1	2	2	3	0:2,1:4	6	2
3298534949123	3	0	0	1	1	3	0:3,2:1,1:1	5	3
2199056876291	2	0	2	1	3	3	0:1	1	1
6605693256450	6	2	2	0	3	2	3:2,0:1,2:3,1:1	7	4
9904211362564	9	2	1	0	3	4	1:2	2	1
9895604715777	9	0	0	1	1	1	1:2,3:2	4	2
7696581525506	7	0	0	2	0	2	3:1,1:2	3	2
8800387990273	8	1	0	0	3	1	2:1,3:2	3	2
5506148073986	5	2	0	0	2	2	3:6,2:2	8	2
4402341478658	4	1	0	0	1	2	1:2,3:2	4	2
8796109800196	8	0	1	0	3	4	2:1	1	1
9904194651139	9	2	0	1	4	3	1:2	2	1
7696614949636	7	0	2	0	3	4	0:1,2:2	3	2
4398063288834	4	0	1	0	2	2	1:2,2:1	3	2
7705204883458	7	2	2	0	0	2	1:1	1	1
8796126642690	8	0	2	1	2	2	2:1	1	1
8804683088129	8	2	0	2	1	1	3:3,2:1	4	2
3298534883843	3	0	0	0	2	3	3:4,0:2,1:3	9	3
4398046576900	4	0	0	1	1	4	3:1	1	1
6601398419713	6	1	2	2	1	1	2:2	2	1
6597086545155	6	0	1	0	5	3	2:1	1	1
6601364734723	6	1	0	0	3	3	3:2,1:4,2:2	8	3
7705188238083	7	2	1	2	3	3	2:1,3:1,1:1	3	3
10995149898497	10	0	2	1	3	1	1:1,3:2,0:1	4	3
6601398288645	6	1	2	0	1	5	0:1	1	1
3298551661315	3	0	1	0	3	3	1:1,2:1	2	2
11003706213633	10	2	0	0	5	1	2:1	1	1
8804683088896	8	2	0	2	4	0	2:1,3:1	2	2
9904228270850	9	2	2	2	3	2	0:1,3:1,1:1,2:1	4	4
2203318223875	2	1	0	0	4	3	3:1	1	1
8796109799680	8	0	1	0	1	0	2:2	2	1
5501853237761	5	1	0	2	2	1	2:1	1	1
3307124818691	3	2	0	0	3	3	0:2,3:4	6	2
9895621559299	9	0	1	2	4	3	2:1	1	1
8796126708484	8	0	2	2	3	4	2:1,1:1	2	2
9899899749125	9	1	0	2	3	5	2:1	1	1
6605659702529	6	2	0	0	5	1	2:1	1	1
8804699865857	8	2	1	2	3	1	2:1,3:1,1:1	3	3
4406653355011	4	2	1	2	4	3	3:1	1	1
8804683023105	8	2	0	1	3	1	2:2,3:1,1:2	5	3
6605659701251	6	2	0	0	0	3	0:1	1	1
2199056810755	2	0	2	0	3	3	1:2,2:2,3:1	5	3
10995116344323	10	0	0	1	4	3	0:1	1	1
3307124949764	3	2	0	2	3	4	2:1	1	1
7700909916932	7	1	2	0	3	4	2:1	1	1
8796093088001	8	0	0	1	1	1	2:2,1:1,0:2	5	3
7696581460227	7	0	0	1	1	3	0:1,1:1,2:2	4	3
6605693387781	6	2	2	2	4	5	0:1	1	1
8796093154307	8	0	0	2	4	3	2:2,1:2,3:2	6	3
11003706343938	10	2	0	2	2	2	3:1,2:1,1:1	3	3
7696581395460	7	0	0	0	4	4	2:2,3:4	6	2
3298535014915	3	0	0	2	2	3	0:1,3:3,2:3,1:1	8	4
10999444930820	10	1	2	2	1	4	3:1	1	1
5501853172226	5	1	0	1	2	2	2:1,0:1	2	2
9895621428227	9	0	1	0	4	3	3:1,2:2	3	2
6597069832705	6	0	0	1	2	1	2:1,3:2	3	2
10995116278277	10	0	0	0	2	5	2:1,1:1,3:1	3	3
6605659767300	6	2	0	1	2	4	0:2	2	1
11003739832834	10	2	2	1	2	2	2:1	1	1
10995133187073	10	0	1	2	4	1	1:1	1	1
6605676610562	6	2	1	2	4	2	2:1	1	1
8804682957056	8	2	0	0	1	0	2:4	4	1
7696598303492	7	0	1	2	3	4	1:2	2	1
2203351908866	2	1	2	2	2	2	0:2	2	1
5506164982019	5	2	1	2	1	3	1:1,0:3,3:2,2:3	9	4
7705205015298	7	2	2	2	3	2	2:1	1	1
5497574981892	5	0	1	1	1	4	1:1	1	1
