hash	dist	omega	phi1	phi2	psi1	psi2	ids	idcount	id_unique
4398080197122	4	0	2	2	2	2	2:2	2	1
7696581395458	7	0	0	0	4	2	3:3,1:6,0:5,2:7	21	4
9904194650626	9	2	0	1	2	2	2:1	1	1
8796093022465	8	0	0	0	1	1	2:10,3:4,1:2	16	3
8804699865089	8	2	1	2	0	1	1:1	1	1
9904228205317	9	2	2	1	3	5	2:1	1	1
7696598303491	7	0	1	2	3	3	3:1	1	1
5501853106179	5	1	0	0	0	3	2:2	2	1
9895604650243	9	0	0	0	1	3	1:6,3:1,0:5,2:7	19	4
7696614949378	7	0	2	0	2	2	3:2,1:1,2:1	4	3
8804682957312	8	2	0	0	2	0	2:1,0:1	2	2
7705171395329	7	2	0	1	3	1	0:1,2:2	3	2
10995133055488	10	0	1	0	2	0	2:1	1	1
4398080131843	4	0	2	1	3	3	3:1	1	1
4398046511362	4	0	0	0	1	2	1:5,0:2,3:1,2:2	10	4
4402375164931	4	1	2	2	4	3	2:1	1	1
5501853237509	5	1	0	2	1	5	3:1	1	1
6601364735235	6	1	0	0	5	3	1:1	1	1
6605659767298	6	2	0	1	2	2	2:1,3:2	3	2
9895638336513	9	0	2	2	4	1	2:4,1:2,0:1	7	3
10999411311361	10	1	0	1	3	1	2:1	1	1
6597103321859	6	0	2	0	3	3	1:1,3:2,2:2,0:1	6	4
3298534884098	3	0	0	0	3	2	3:4,0:2,1:3	9	3
8804716577282	8	2	2	1	2	2	1:1,2:1,0:1	3	3
4402341609730	4	1	0	2	1	2	0:1,1:1	2	2
4406670132484	4	2	2	2	5	4	3:1	1	1
9904211493120	9	2	1	2	1	0	3:1	1	1
8800404898306	8	1	1	2	2	2	0:1	1	1
9895604715778	9	0	0	1	1	2	3:1,0:2,1:1,2:3	7	4
7705171329539	7	2	0	0	2	3	3:2,2:5,0:2	9	3
6605659701249	6	2	0	0	0	1	0:1	1	1
5501886791940	5	1	2	2	1	4	1:1,2:2	3	2
4398080066052	4	0	2	0	2	4	2:1	1	1
6605659832837	6	2	0	2	2	5	2:1	1	1
3307141726723	3	2	1	2	2	3	2:2,0:1,3:2,1:5	10	4
9895621493508	9	0	1	1	3	4	3:1	1	1
6601398354948	6	1	2	1	4	4	3:1	1	1
4398046511617	4	0	0	0	2	1	1:5,2:2,0:2,3:1	10	4
7696581526788	7	0	0	2	5	4	3:1	1	1
2199056876292	2	0	2	1	3	4	3:1	1	1
6597103387651	6	0	2	1	4	3	0:1	1	1
3298568438019	3	0	2	0	1	3	1:1,0:2,2:2,3:1	6	4
9904194585091	9	2	0	0	2	3	2:3,3:1,1:1	5	3
8804683089157	8	2	0	2	5	5	3:1	1	1
10995149832451	10	0	2	0	1	3	3:3,2:1	4	2
3302829851396	3	1	0	0	3	4	2:3,0:1	4	2
4402375099140	4	1	2	1	3	4	2:1	1	1
9895621427714	9	0	1	0	2	2	3:3,0:1,1:1,2:4	9	4
6605659702272	6	2	0	0	4	0	1:1,2:1	2	2
5501853107204	5	1	0	0	4	4	1:2	2	1
5506181628675	5	2	2	0	3	3	3:1,0:1,2:1	3	3
9899916525825	9	1	1	2	1	1	2:1	1	1
8796109799939	8	0	1	0	2	3	2:1,1:1	2	2
4398063289347	4	0	1	0	4	3	1:1	1	1
7705205015554	7	2	2	2	4	2	0:1,1:2,2:1,3:2	6	4
7705188107012	7	2	1	0	3	4	0:1	1	1
6605693387267	6	2	2	2	2	3	1:1,0:1,3:1,2:2	5	4
9899899749378	9	1	0	2	4	2	0:1,3:2	3	2
3307158438145	3	2	2	1	1	1	1:1,2:1,3:3	5	3
5497558270211	5	0	0	2	1	3	1:2,2:2,0:2,3:2	8	4
5506148139521	5	2	0	1	2	1	1:1	1	1
5506148205569	5	2	0	2	4	1	1:1,3:1,2:1	3	3
4398046512131	4	0	0	0	4	3	0:3,3:5,1:1	9	3
7696615014657	7	0	2	1	1	1	0:2	2	1
8796126708995	8	0	2	2	5	3	2:1	1	1
5506148139777	5	2	0	1	3	1	3:1,2:1	2	2
9899899617538	9	1	0	0	1	2	2:1,3:1,1:1,0:2	5	4
10999411310594	10	1	0	1	0	2	2:1	1	1
6601364865282	6	1	0	2	1	2	1:1	1	1
10999411376386	10	1	0	2	1	2	2:1	1	1
8800404898562	8	1	1	2	3	2	2:1,3:1	2	2
8800421545219	8	1	2	0	5	3	2:1	1	1
5506164982530	5	2	1	2	3	2	0:1,1:1	2	2
6605693256962	6	2	2	0	5	2	2:1	1	1
8804699734531	8	2	1	0	2	3	1:3	3	1
6601398289409	6	1	2	0	4	1	3:1	1	1
9904228139268	9	2	2	0	1	4	0:1,2:1	2	2
7705171460100	7	2	0	2	0	4	3:1	1	1
9904194584833	9	2	0	0	1	1	3:2,2:6,0:2,1:2	12	4
5506148073476	5	2	0	0	0	4	2:1,0:1	2	2
9895638336517	9	0	2	2	4	5	1:1	1	1
9904194716420	9	2	0	2	3	4	0:1	1	1
5497591824642	5	0	2	2	1	2	2:1	1	1
9904211493380	9	2	1	2	2	4	2:1	1	1
6597103321091	6	0	2	0	0	3	2:1,0:1,3:1	3	3
5501869884419	5	1	1	0	4	3	3:1	1	1
7705171461121	7	2	0	2	4	1	3:2	2	1
7696615080961	7	0	2	2	4	1	0:1,1:1,2:2,3:1	5	4
3298551726595	3	0	1	1	2	3	1:3,2:2	5	2
7700876362497	7	1	0	0	3	1	3:1,1:3,2:1	5	3
6601381642501	6	1	1	2	1	5	2:1	1	1
7696598303490	7	0	1	2	3	2	3:1,0:1,2:1	3	3
7700909916673	7	1	2	0	2	1	2:1	1	1
5501869949953	5	1	1	1	4	1	2:1	1	1
3302863536897	3	1	2	2	3	1	1:1,2:1	2	2
6601364866049	6	1	0	2	4	1	3:2	2	1
5506181693699	5	2	2	1	1	3	0:2,2:3,3:1	6	3
3302863406084	3	1	2	0	4	4	0:1	1	1
2207646745347	2	2	2	0	3	3	0:1,1:1	2	2
10999411376388	10	1	0	2	1	4	1:1	1	1
7705204884481	7	2	2	0	4	1	0:1,1:2	3	2
10995149832707	10	0	2	0	2	3	3:1,2:1,1:2	4	3
7696598172932	7	0	1	0	5	4	2:1	1	1
9904211362561	9	2	1	0	3	1	2:1,0:1	2	2
8804699865603	8	2	1	2	2	3	0:1,1:1,2:1	3	3
9904228140290	9	2	2	0	5	2	0:1	1	1
7700876493058	7	1	0	2	1	2	2:1	1	1
4398080196867	4	0	2	2	1	3	0:1,2:1,1:1	3	3
5506181693954	5	2	2	1	2	2	2:1	1	1
7700876362500	7	1	0	0	3	4	3:1	1	1
3298568438530	3	0	2	0	3	2	0:1,3:3,1:1,2:3	8	4
9904228271107	9	2	2	2	4	3	1:1	1	1
9899916395266	9	1	1	0	3	2	0:1,1:1,3:1	3	3
3307124884226	3	2	0	1	3	2	2:2,3:2,1:1	5	3
8796093154048	8	0	0	2	3	0	2:1	1	1
3302863406339	3	1	2	0	5	3	3:1	1	1
7705171460097	7	2	0	2	0	1	3:1	1	1
4402341609729	4	1	0	2	1	1	1:2,2:1,0:1	4	3
6597103386882	6	0	2	1	1	2	3:1	1	1
7696581526018	7	0	0	2	2	2	1:1,2:1,3:2	4	3
3298551726850	3	0	1	1	3	2	2:2,1:3	5	2
9904228204800	9	2	2	1	1	0	1:1	1	1
11003723055106	10	2	1	1	0	2	3:1	1	1
8800388121347	8	1	0	2	3	3	3:1	1	1
8800387990275	8	1	0	0	3	3	3:2	2	1
8804716512517	8	2	2	0	5	5	3:1	1	1
11003739767555	10	2	2	0	3	3	2:1,1:1	2	2
11003739898884	10	2	2	2	4	4	2:2	2	1
8804716643585	8	2	2	2	5	1	2:1	1	1
11003706278146	10	2	0	1	1	2	1:1	1	1
9895604651012	9	0	0	0	4	4	2:2	2	1
7700876427522	7	1	0	1	1	2	3:1	1	1
7705204883716	7	2	2	0	1	4	3:2	2	1
8800404767234	8	1	1	0	2	2	2:3,0:1,3:1	5	3
7700893139712	7	1	1	0	3	0	0:1	1	1
6597103452930	6	0	2	2	3	2	3:8,0:5,1:6,2:9	28	4
2199023387394	2	0	0	2	3	2	2:1,0:1	2	2
6597103386884	6	0	2	1	1	4	2:1	1	1
11003706344194	10	2	0	2	3	2	2:1,3:1,0:1,1:4	7	4
6601381511427	6	1	1	0	1	3	2:3,0:1,1:1	5	3
2207613256450	2	2	0	1	3	2	0:1,2:1,1:3	5	3
9895604650757	9	0	0	0	3	5	0:1	1	1
9899899749123	9	1	0	2	3	3	2:1	1	1
2203351909124	2	1	2	2	3	4	3:1	1	1
7696581460228	7	0	0	1	1	4	2:1,0:1,3:1	3	3
9895604650245	9	0	0	0	1	5	1:3	3	1
4398046577667	4	0	0	1	4	3	2:2,3:1	3	2
7696598302979	7	0	1	2	1	3	1:2,2:1,3:4	7	3
5497558270467	5	0	0	2	2	3	1:3,2:6,3:3,0:3	15	4
6597069898498	6	0	0	2	3	2	1:2,2:3,0:1,3:2	8	4
9899899749634	9	1	0	2	5	2	2:1	1	1
7696581395203	7	0	0	0	3	3	2:12,1:8,0:8,3:6	34	4
7705204884483	7	2	2	0	4	3	1:1	1	1
7696581526274	7	0	0	2	3	2	0:4,2:4,3:3,1:2	13	4
8796109930757	8	0	1	2	1	5	2:1	1	1
9904228140035	9	2	2	0	4	3	0:1	1	1
8800421610498	8	1	2	1	4	2	2:1	1	1
6605659832836	6	2	0	2	2	4	2:2	2	1
11003706212608	10	2	0	0	1	0	2:1	1	1
6601364734979	6	1	0	0	4	3	3:1	1	1
2203318223620	2	1	0	0	3	4	3:1	1	1
9899933237763	9	1	2	1	2	3	3:1	1	1
9904228270338	9	2	2	2	1	2	1:1,3:1	2	2
7696581526531	7	0	0	2	4	3	0:1,2:2	3	2
10999411245824	10	1	0	0	3	0	1:1	1	1
4398080065792	4	0	2	0	1	0	1:1	1	1
4406636577539	4	2	0	2	3	3	1:4,3:2	6	2
7700876493570	7	1	0	2	3	2	3:1,1:1,2:1	3	3
6605676479233	6	2	1	0	3	1	2:1,0:1	2	2
3302829916676	3	1	0	1	2	4	1:1	1	1
6605693387523	6	2	2	2	3	3	0:2,1:2	4	2
7705171329028	7	2	0	0	0	4	3:1,0:1	2	2
5501853237506	5	1	0	2	1	2	2:1,3:1	2	2
3302829982722	3	1	0	2	4	2	1:1	1	1
10999411376898	10	1	0	2	3	2	0:1,2:1	2	2
10995149898242	10	0	2	1	2	2	1:1,0:1	2	2
9895621427203	9	0	1	0	0	3	0:1,2:1	2	2
8804699865858	8	2	1	2	3	2	0:2,2:2,1:1	5	3
6597086544388	6	0	1	0	2	4	2:1,0:1,1:2	4	3
8796109799682	8	0	1	0	1	2	2:5,3:2,0:1,1:2	10	4
9904211493378	9	2	1	2	2	2	2:1	1	1
6605659701506	6	2	0	0	1	2	3:4,1:5,0:5,2:7	21	4
10995149898240	10	0	2	1	2	0	1:2	2	1
2207629967875	2	2	1	0	2	3	2:1,0:1,1:3	5	3
5506148073985	5	2	0	0	2	1	1:2,2:2,3:1,0:3	8	4
7696614949888	7	0	2	0	4	0	0:1,2:1	2	2
3307158373123	3	2	2	0	3	3	0:1	1	1
4398046512132	4	0	0	0	4	4	2:2,1:2,3:2	6	3
10999444931332	10	1	2	2	3	4	1:1	1	1
5501886791938	5	1	2	2	1	2	2:1	1	1
8796126576897	8	0	2	0	1	1	3:3,1:1,0:3,2:4	11	4
6597086544385	6	0	1	0	2	1	2:1,1:1	2	2
6601364734977	6	1	0	0	4	1	2:1,0:1,1:1	3	3
7705205015041	7	2	2	2	2	1	2:3	3	1
8800421544194	8	1	2	0	1	2	0:3,1:2,2:3,3:1	9	4
6605676609796	6	2	1	2	1	4	3:1	1	1
8804699735041	8	2	1	0	4	1	3:2	2	1
3298535014657	3	0	0	2	1	1	0:2,1:2,2:6,3:1	11	4
5506148205313	5	2	0	2	3	1	0:1,1:1,2:1	3	3
9899916525829	9	1	1	2	1	5	0:1	1	1
9895638270466	9	0	2	1	2	2	2:1,3:1,1:2	4	3
9904228205569	9	2	2	1	4	1	1:1	1	1
7696581525764	7	0	0	2	1	4	1:1,2:3	4	2
11003739832579	10	2	2	1	1	3	1:1,3:1	2	2
4402341479426	4	1	0	0	4	2	1:1,0:1,2:1	3	3
8796093088257	8	0	0	1	2	1	2:5,1:2,0:1,3:2	10	4
8796093154562	8	0	0	2	5	2	2:1,1:1	2	2
4402341610500	4	1	0	2	4	4	0:1,1:1	2	2
5497591694083	5	0	2	0	3	3	0:3,3:2,1:1,2:2	8	4
4398046576897	4	0	0	1	1	1	3:4,2:2	6	2
2207613321730	2	2	0	2	2	2	2:2,3:1,0:2,1:1	6	4
7696598303745	7	0	1	2	4	1	1:1,0:1	2	2
10995116278785	10	0	0	0	4	1	0:1,1:1,2:1	3	3
5497558270721	5	0	0	2	3	1	1:3,2:2,3:1	6	3
9895621558530	9	0	1	2	1	2	1:1	1	1
11003722990595	10	2	1	0	4	3	1:1	1	1
8796093088259	8	0	0	1	2	3	3:1,1:2,2:3	6	3
8804683088899	8	2	0	2	4	3	2:1,3:1	2	2
3307158438659	3	2	2	1	3	3	2:1	1	1
6601364734721	6	1	0	0	3	1	1:1,2:2,3:2	5	3
7705171329796	7	2	0	0	3	4	1:1,2:2	3	2
7700910047748	7	1	2	2	2	4	2:1,1:1	2	2
8800388120833	8	1	0	2	1	1	2:1,3:3,1:1	5	3
7696615015171	7	0	2	1	3	3	3:1	1	1
5501853106944	5	1	0	0	3	0	2:2	2	1
6605659701250	6	2	0	0	0	2	0:1	1	1
7696581460992	7	0	0	1	4	0	2:1	1	1
5501886661378	5	1	2	0	3	2	2:2,1:4,3:2,0:2	10	4
6601364800514	6	1	0	1	4	2	1:1,0:1	2	2
11003722990081	10	2	1	0	2	1	1:1	1	1
5497575047940	5	0	1	2	3	4	1:1,3:1	2	2
5506148204801	5	2	0	2	1	1	2:1	1	1
6601381643268	6	1	1	2	4	4	3:1	1	1
9899899618052	9	1	0	0	3	4	3:2	2	1
6597103322113	6	0	2	0	4	1	0:1,2:1,3:2	4	3
3307124818947	3	2	0	0	4	3	0:1,1:1,2:2	4	3
6605693387268	6	2	2	2	2	4	2:1,0:1,3:1	3	3
8804683022593	8	2	0	1	1	1	0:3,3:1,1:4,2:2	10	4
11003723055363	10	2	1	1	1	3	2:1	1	1
5497591759106	5	0	2	1	1	2	1:1,2:1	2	2
7696614949635	7	0	2	0	3	3	2:3,1:1,3:4,0:1	9	4
3298551792129	3	0	1	2	2	1	1:3,0:1,2:3	7	3
8804682957570	8	2	0	0	3	2	3:4,2:2	6	2
6605659701763	6	2	0	0	2	3	1:1,2:2,3:2	5	3
8804716511489	8	2	2	0	1	1	3:3,2:1	4	2
9904228139780	9	2	2	0	3	4	2:3	3	1
9904211493632	9	2	1	2	3	0	1:1	1	1
11003706212353	10	2	0	0	0	1	2:1	1	1
10995149832708	10	0	2	0	2	4	2:1	1	1
6597103321860	6	0	2	0	3	4	0:1	1	1
9895621427970	9	0	1	0	3	2	1:1,2:5,3:1	7	3
9899933303299	9	1	2	2	2	3	3:1	1	1
8796126576900	8	0	2	0	1	4	0:1,1:1,2:2,3:1	5	4
2207646810883	2	2	2	1	3	3	3:1	1	1
8804699800320	8	2	1	1	3	0	3:1	1	1
6605693322241	6	2	2	1	4	1	3:1	1	1
11003722990339	10	2	1	0	3	3	0:1	1	1
5497558204676	5	0	0	1	1	4	0:1	1	1
5506181628676	5	2	2	0	3	4	2:2,0:1,3:1	4	3
5497591825154	5	0	2	2	3	2	2:2,1:1	3	2
6605659833089	6	2	0	2	3	1	0:1,2:1	2	2
9895604781316	9	0	0	2	1	4	2:1,1:1	2	2
7705204949508	7	2	2	1	2	4	1:1	1	1
3307158438403	3	2	2	1	2	3	2:1	1	1
4398046642434	4	0	0	2	1	2	3:7,0:3,2:4,1:5	19	4
6601364734212	6	1	0	0	1	4	1:1,2:1,0:1	3	3
5497574982401	5	0	1	1	3	1	3:1	1	1
3298534884096	3	0	0	0	3	0	0:1,3:2	3	2
9895604782340	9	0	0	2	5	4	1:1	1	1
10995116278274	10	0	0	0	2	2	0:2	2	1
6597103387393	6	0	2	1	3	1	0:1,2:1	2	2
9904211362817	9	2	1	0	4	1	1:1,3:1	2	2
7696581395457	7	0	0	0	4	1	2:4,0:2,1:1,3:3	10	4
8796109865473	8	0	1	1	2	1	1:1	1	1
8796093088258	8	0	0	1	2	2	3:1,0:2,1:2,2:2	7	4
9904194715905	9	2	0	2	1	1	1:4,0:5,2:4,3:1	14	4
10999428022531	10	1	1	0	1	3	2:1	1	1
4398063420161	4	0	1	2	3	1	3:1	1	1
9895638270467	9	0	2	1	2	3	2:1,0:1,1:2	4	3
5506181628162	5	2	2	0	1	2	3:2	2	1
8804682957313	8	2	0	0	2	1	2:8,0:4,3:3,1:4	19	4
4398063354627	4	0	1	1	3	3	3:2	2	1
9895638336002	9	0	2	2	2	2	3:2	2	1
9895638335746	9	0	2	2	1	2	0:2,2:2,3:1	5	3
3298568504068	3	0	2	1	3	4	2:2	2	1
7705204883459	7	2	2	0	0	3	2:1	1	1
6597103387136	6	0	2	1	2	0	2:1	1	1
8804682957569	8	2	0	0	3	1	1:1,0:3,2:4,3:3	11	4
9895604782082	9	0	0	2	4	2	2:1,1:2	3	2
7696615080706	7	0	2	2	3	2	1:2,0:2	4	2
11003739832577	10	2	2	1	1	1	2:2	2	1
5501886726915	5	1	2	1	3	3	2:1	1	1
7700876361730	7	1	0	0	0	2	0:2,1:2	4	2
8804699799810	8	2	1	1	1	2	0:1,1:1	2	2
7705204950017	7	2	2	1	4	1	2:1	1	1
7696581395204	7	0	0	0	3	4	3:2,1:5,0:3,2:6	16	4
4402358255874	4	1	1	0	1	2	3:1	1	1
5497574982659	5	0	1	1	4	3	3:1	1	1
10995149963265	10	0	2	2	0	1	0:1	1	1
9904228204801	9	2	2	1	1	1	1:2,0:1,3:1	4	3
7696615080451	7	0	2	2	2	3	0:2,1:2	4	2
7696581395461	7	0	0	0	4	5	0:1	1	1
7696598237188	7	0	1	1	0	4	1:1	1	1
8796126642945	8	0	2	1	3	1	2:2	2	1
4398046511877	4	0	0	0	3	5	2:1	1	1
9904194651140	9	2	0	1	4	4	1:1	1	1
5497558139909	5	0	0	0	4	5	3:2	2	1
9899933237762	9	1	2	1	2	2	2:1,1:1	2	2
5506148074244	5	2	0	0	3	4	3:2,0:2,2:2,1:1	7	4
5497558205697	5	0	0	1	5	1	3:1	1	1
8796126643459	8	0	2	1	5	3	3:1	1	1
10995116277762	10	0	0	0	0	2	1:2,0:1	3	2
9895604716034	9	0	0	1	2	2	2:4,1:1,0:1,3:3	9	4
8800387989763	8	1	0	0	1	3	3:2,2:1	3	2
6605659702274	6	2	0	0	4	2	2:2,3:3	5	2
9895604650244	9	0	0	0	1	4	1:3,0:3,2:8	14	3
8804716577537	8	2	2	1	3	1	1:2,0:3	5	2
8800387990529	8	1	0	0	4	1	1:1	1	1
10999444930819	10	1	2	2	1	3	0:1,2:1	2	2
9895604782084	9	0	0	2	4	4	2:1	1	1
8804699734529	8	2	1	0	2	1	1:2,2:2,0:1	5	3
4398046511621	4	0	0	0	2	5	2:2	2	1
3298568438787	3	0	2	0	4	3	3:1	1	1
4398080066053	4	0	2	0	2	5	2:1	1	1
7700876362752	7	1	0	0	4	0	3:1	1	1
8796093022977	8	0	0	0	3	1	1:9,3:4,2:9,0:6	28	4
4398046643204	4	0	0	2	4	4	1:1,2:1,3:1	3	3
4402375033603	4	1	2	0	3	3	0:2,2:3	5	2
5497558205184	5	0	0	1	3	0	3:1	1	1
9899899748612	9	1	0	2	1	4	0:1	1	1
4402341610243	4	1	0	2	3	3	2:3,0:2	5	2
5506148139523	5	2	0	1	2	3	3:1,1:1	2	2
4398080131331	4	0	2	1	1	3	3:1	1	1
7696615079939	7	0	2	2	0	3	2:1	1	1
8800387989507	8	1	0	0	0	3	1:1,2:1,0:1	3	3
9904194584832	9	2	0	0	1	0	2:1	1	1
11003739767810	10	2	2	0	4	2	2:1	1	1
5506148204802	5	2	0	2	1	2	1:1,2:1	2	2
3307158373124	3	2	2	0	3	4	3:1	1	1
7700893140225	7	1	1	0	5	1	1:1	1	1
10995133055236	10	0	1	0	1	4	0:1	1	1
4402358387715	4	1	1	2	4	3	2:1	1	1
8804699865859	8	2	1	2	3	3	1:1	1	1
8804716577540	8	2	2	1	3	4	2:1	1	1
9895604650752	9	0	0	0	3	0	2:2,1:2	4	2
6597086543875	6	0	1	0	0	3	3:1	1	1
9904211362306	9	2	1	0	2	2	2:1	1	1
4402341479172	4	1	0	0	3	4	0:1,2:1	2	2
10995116409090	10	0	0	2	1	2	1:3,2:2,3:2,0:4	11	4
7696581395202	7	0	0	0	3	2	2:8,3:3,0:5,1:7	23	4
9904194585090	9	2	0	0	2	2	1:2,2:2	4	2
8796093153793	8	0	0	2	2	1	0:5,2:5,3:3,1:2	15	4
8800404898307	8	1	1	2	2	3	2:1	1	1
9899916395269	9	1	1	0	3	5	2:1	1	1
4398080066049	4	0	2	0	2	1	0:3,1:5,2:4,3:7	19	4
8796126643457	8	0	2	1	5	1	2:1	1	1
7700876493571	7	1	0	2	3	3	3:1,1:1	2	2
9895621492995	9	0	1	1	1	3	2:1,0:1,1:1	3	3
7696581394949	7	0	0	0	2	5	2:2	2	1
11003706212611	10	2	0	0	1	3	3:1	1	1
5497558139906	5	0	0	0	4	2	1:6,3:2,0:4,2:6	18	4
6597086544643	6	0	1	0	3	3	3:2	2	1
6605693322243	6	2	2	1	4	3	2:1	1	1
9895604781314	9	0	0	2	1	2	1:3,0:1,2:6,3:3	13	4
6605659701507	6	2	0	0	1	3	0:4,2:4,1:3,3:2	13	4
10999428022785	10	1	1	0	2	1	0:1,1:1	2	2
6597103321857	6	0	2	0	3	1	0:2,2:2,3:2	6	3
4398063289092	4	0	1	0	3	4	2:2,3:1	3	2
10999411245569	10	1	0	0	2	1	1:1,2:1,3:1	3	3
5497591694081	5	0	2	0	3	1	2:2,3:2,0:2,1:2	8	4
4398046642433	4	0	0	2	1	1	1:1,2:3,3:1	5	3
10999411377153	10	1	0	2	4	1	2:1	1	1
6601398289667	6	1	2	0	5	3	1:1	1	1
8796126708482	8	0	2	2	3	2	3:1,1:1,2:3	5	3
4398046577154	4	0	0	1	2	2	1:2,2:1	3	2
6601381642497	6	1	1	2	1	1	1:1	1	1
6605659832577	6	2	0	2	1	1	1:1,3:1	2	2
9899933303042	9	1	2	2	1	2	3:1	1	1
5506164917252	5	2	1	1	4	4	3:2	2	1
10995149832961	10	0	2	0	3	1	1:2	2	1
7696615079940	7	0	2	2	0	4	1:1	1	1
5506181628930	5	2	2	0	4	2	1:1,0:1,2:1	3	3
6597103452419	6	0	2	2	1	3	1:4,3:1,0:3,2:4	12	4
6597103322115	6	0	2	0	4	3	0:1,3:1	2	2
4398080066307	4	0	2	0	3	3	0:1,2:3,1:1	5	3
7705205015044	7	2	2	2	2	4	3:2,2:1,0:1,1:2	6	4
4402375033859	4	1	2	0	4	3	2:1,3:1	2	2
4406670131715	4	2	2	2	2	3	3:1	1	1
6597103453186	6	0	2	2	4	2	3:3,2:2	5	2
9895638270468	9	0	2	1	2	4	3:1,2:1,1:1,0:1	4	4
3302863406082	3	1	2	0	4	2	0:1	1	1
8800404898050	8	1	1	2	1	2	1:1,2:1	2	2
10995133055746	10	0	1	0	3	2	2:3,3:1,1:1	5	3
4398080197889	4	0	2	2	5	1	3:1	1	1
11003739832836	10	2	2	1	2	4	3:1	1	1
5501869884417	5	1	1	0	4	1	2:1	1	1
9904194715651	9	2	0	2	0	3	2:1	1	1
4398080066050	4	0	2	0	2	2	2:2,3:2,0:2	6	3
8800387990530	8	1	0	0	4	2	0:1,3:1,2:1	3	3
6597069832961	6	0	0	1	3	1	2:2,0:1,3:2	5	3
3298534884356	3	0	0	0	4	4	0:2	2	1
8804683088384	8	2	0	2	2	0	0:1,3:1	2	2
10995116343553	10	0	0	1	1	1	2:1,3:1,0:1	3	3
9899899683587	9	1	0	1	3	3	2:1	1	1
10995116344067	10	0	0	1	3	3	2:1	1	1
11003739898371	10	2	2	2	2	3	0:1	1	1
8796126642689	8	0	2	1	2	1	0:1,3:4,2:3	8	3
6605693387521	6	2	2	2	3	1	1:2,2:1,3:1	4	3
9904228139779	9	2	2	0	3	3	2:2,3:1	3	2
8796093023234	8	0	0	0	4	2	3:2,2:2,1:2	6	3
4402375033346	4	1	2	0	2	2	1:2	2	1
6597086544642	6	0	1	0	3	2	0:3,2:5,1:3,3:3	14	4
9895621558785	9	0	1	2	2	1	1:2,2:2,3:1	5	3
10995133186307	10	0	1	2	1	3	1:1,0:1,3:2	4	3
7696614949892	7	0	2	0	4	4	2:1	1	1
5497591694337	5	0	2	0	4	1	3:1,2:1,0:2,1:1	5	4
10999444865026	10	1	2	1	0	2	3:1,0:1	2	2
3307158373380	3	2	2	0	4	4	3:1,0:1,2:1	3	3
6605693256451	6	2	2	0	3	3	1:1,3:1	2	2
9895621427459	9	0	1	0	1	3	2:3,0:1	4	2
8804683088643	8	2	0	2	3	3	2:1	1	1
6605676610306	6	2	1	2	3	2	2:1	1	1
7696615014917	7	0	2	1	2	5	3:1	1	1
3302829982211	3	1	0	2	2	3	3:1	1	1
8796109799940	8	0	1	0	2	4	2:1,3:2	3	2
11003739767298	10	2	2	0	2	2	2:1,1:1,3:1	3	3
10999444800005	10	1	2	0	2	5	2:1	1	1
6597069832706	6	0	0	1	2	2	0:2,2:4,3:4,1:2	12	4
4398080131329	4	0	2	1	1	1	3:1	1	1
6597069767424	6	0	0	0	3	0	0:1,2:1	2	2
9904228205572	9	2	2	1	4	4	2:1	1	1
5497558205188	5	0	0	1	3	4	2:2,0:1	3	2
10999428023298	10	1	1	0	4	2	1:1	1	1
3298551660547	3	0	1	0	0	3	3:1	1	1
6605659701252	6	2	0	0	0	4	2:1,1:1	2	2
5506164850948	5	2	1	0	1	4	3:1	1	1
4402358256129	4	1	1	0	2	1	0:1,2:1	2	2
8796093022468	8	0	0	0	1	4	0:2,2:9,3:3,1:5	19	4
7700876427524	7	1	0	1	1	4	2:1	1	1
10995149963780	10	0	2	2	2	4	2:1,1:2,3:1	4	3
10995149898243	10	0	2	1	2	3	0:1	1	1
9895638204420	9	0	2	0	0	4	3:1	1	1
7696581526017	7	0	0	2	2	1	0:1,3:6,2:3	10	3
3302863405570	3	1	2	0	2	2	1:2,0:1,3:2	5	3
5506148139267	5	2	0	1	1	3	0:1,2:2	3	2
8796109930497	8	0	1	2	0	1	2:1	1	1
5497558139907	5	0	0	0	4	3	2:4,3:4,1:5,0:6	19	4
5501886792705	5	1	2	2	4	1	1:1,2:2	3	2
11003722990082	10	2	1	0	2	2	3:2	2	1
7700876493316	7	1	0	2	2	4	2:1,0:1	2	2
2199023256579	2	0	0	0	4	3	2:1	1	1
7700876362241	7	1	0	0	2	1	1:1,2:2,3:2	5	3
8796126576642	8	0	2	0	0	2	2:1,0:1,1:1	3	3
3298568438017	3	0	2	0	1	1	3:1,2:6,0:2,1:2	11	4
6605693256707	6	2	2	0	4	3	1:1,3:1,0:2,2:2	6	4
8804716511234	8	2	2	0	0	2	3:1,0:1	2	2
4406670132228	4	2	2	2	4	4	1:2,0:2	4	2
6597086544898	6	0	1	0	4	2	1:1,0:1,2:1,3:1	4	4
4402341610499	4	1	0	2	4	3	0:1,3:1	2	2
9895638336772	9	0	2	2	5	4	1:1	1	1
6605659701504	6	2	0	0	1	0	0:1	1	1
10999411310850	10	1	0	1	1	2	1:1,0:1	2	2
8800388055554	8	1	0	1	2	2	2:3,0:1,3:1	5	3
3307158504196	3	2	2	2	3	4	2:1	1	1
6597086544641	6	0	1	0	3	1	3:1,1:1,2:1	3	3
6605659701505	6	2	0	0	1	1	1:4,0:2	6	2
